data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-25T08:00:00;Vicenza;Ospedale Vicenza;38;16;11;93;69
2020-04-25T08:00:00;Vicenza;Ospedale Noventa Vicentina;20;0;4;33;1
2020-04-25T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-25T08:00:00;Vicenza;Ospedale Valdagno;11;0;2;18;5
2020-04-25T08:00:00;Verona;Ospedale Legnago;41;7;15;49;43
2020-04-25T08:00:00;Verona;Ospedale San Bonifacio;4;0;0;21;22
2020-04-25T08:00:00;Verona;Ospedale Villafranca *;96;9;15;120;69
2020-04-25T08:00:00;Verona;Ospedale Marzana;60;0;27;17;3
2020-04-25T08:00:00;Verona;Ospedale Bussolengo;21;0;11;24;3
2020-04-25T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;43;6;14;110;31
2020-04-25T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;47;1;5;74;35
2020-04-25T08:00:00;Padova;IRCCS - IOV;3;0;3;0;0
2020-04-25T08:00:00;Belluno;Ospedale di Comunita' Belluno;16;0;0;18;9
2020-04-25T08:00:00;Belluno;Ospedale Agordo;31;0;5;8;1
2020-04-25T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;1;0;0;3;0
2020-04-25T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;18;0;11;23;3
2020-04-25T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;6;0;3;20;4
2020-04-25T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;4;0;2;28;2
2020-04-25T08:00:00;Venezia;Casa di Cura Rizzola - OdC;7;0;2;4;0
2020-04-25T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;2;0;2;0;0
2020-04-25T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;9;0;4;23;1
2020-04-25T08:00:00;Padova;Ospedale di Comunita' Camposampiero;12;0;8;11;0
2020-04-25T08:00:00;Vicenza;Ospedale di Comunita' Marostica;20;0;1;6;2
2020-04-25T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-25T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-25T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-25T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
2020-04-25T08:00:00;Venezia;Casa di cura Policlinico San Marco Mestre;0;0;0;0;0
2020-04-25T08:00:00;Verona;Ospedale Bovolone;0;0;0;0;0
2020-04-25T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;0;0;0;0;0
