data;denominazione_provincia;struttura_di_ricovero;ricoverati_con_sintomi;terapia_intensiva;negativizzati_ricoverati;dimessi_guariti;deceduti
2020-04-23T08:00:00;Vicenza;Ospedale Asiago;2;0;1;7;10
2020-04-23T08:00:00;Vicenza;Ospedale Vicenza;39;16;10;92;64
2020-04-23T08:00:00;Vicenza;Ospedale Noventa Vicentina;21;0;2;32;1
2020-04-23T08:00:00;Vicenza;Ospedale Arzignano;0;0;0;0;1
2020-04-23T08:00:00;Vicenza;Ospedale Valdagno;13;0;2;15;5
2020-04-23T08:00:00;Verona;Ospedale Legnago;44;7;9;46;43
2020-04-23T08:00:00;Verona;Ospedale San Bonifacio;7;0;0;20;21
2020-04-23T08:00:00;Verona;Ospedale Villafranca *;98;9;12;116;62
2020-04-23T08:00:00;Verona;Ospedale Marzana;62;0;23;14;3
2020-04-23T08:00:00;Verona;Ospedale Bussolengo;24;0;9;21;3
2020-04-23T08:00:00;Verona;Ospedale Sacro Cuore Don Calabria-Negrar;55;6;16;99;30
2020-04-23T08:00:00;Verona;Ospedale P. Pederzoli-Peschiera;48;0;3;74;34
2020-04-23T08:00:00;Padova;IRCCS - IOV;3;0;3;0;0
2020-04-23T08:00:00;Belluno;Ospedale di Comunita' Belluno;16;0;1;16;9
2020-04-23T08:00:00;Belluno;Ospedale Agordo;19;0;2;7;1
2020-04-23T08:00:00;Treviso;Ospedale di Comunita' Castelfranco;2;0;1;2;0
2020-04-23T08:00:00;Treviso;Centro Servizi Civitas Vitae - Vedelago;19;0;1;21;3
2020-04-23T08:00:00;Treviso;Centro Servizi Casa Luigi e Augusta - Ormelle;7;0;4;19;4
2020-04-23T08:00:00;Treviso;Ospedale di Comunita' Vittorio Veneto;6;0;4;26;2
2020-04-23T08:00:00;Venezia;Casa di Cura Rizzola - OdC;8;0;2;5;0
2020-04-23T08:00:00;Venezia;Ospedale di Cinto Caomaggiore;2;0;2;0;0
2020-04-23T08:00:00;Padova;Casa di Cura Villa Maria ODC - Padova;11;0;5;19;1
2020-04-23T08:00:00;Padova;Ospedale di Comunita' Camposampiero;10;0;4;12;0
2020-04-23T08:00:00;Vicenza;Ospedale di Comunita' Marostica;17;0;0;6;2
2020-04-23T08:00:00;Vicenza;Ospedale Lonigo;0;0;0;0;0
2020-04-23T08:00:00;Padova;Casa di Cura Villa Maria - Padova;0;0;0;0;0
2020-04-23T08:00:00;Verona;Ospedale Malcesine;0;0;0;0;0
2020-04-23T08:00:00;Venezia;Ospedale Portogruaro;0;0;0;0;0
2020-04-23T08:00:00;Venezia;Casa di cura Policlinico San Marco Mestre;0;0;0;0;0
2020-04-23T08:00:00;Verona;Ospedale Bovolone;0;0;0;0;0
2020-04-23T08:00:00;Venezia;Ospedale di Comunita' SS. Giovanni e Paolo;0;0;0;0;0
